	Unnamed: 0	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	annotated_data	dateyear	country	region	lat	lon	district	cont_mad_azo	geometry
110	1291	60082d71d0d6153140dd65c2	60082d3d6c4fa8b10676d6dc	6002115fdaf0a7a32dd4318b	IAH-20150312180150-00085-p22.arquivo.pt	1a1b1e51b6f54516346569103ec37da2	https://arquivo.pt/noFrame/replay/20150313033436/http://www.publico.pt/sociedade/noticia/homem-mata-mulher-e-suicidase-em-coimbra-1688487		Homem mata mulher e suicida-se em Coimbra	[]	"Um casal de idosos foi encontrado neste domingo morto a tiro, numa pensão no centro de Coimbra. Tratou-se de um homicídio seguido de suicídio levado a cabo por um homem que, segundo fonte da Polícia Judiciária (PJ), que está a investigar o caso, sofria de ""alguma instabilidade emocional"", noticiou a Lusa.  ""O senhor terá matado a esposa e suicidou-se de seguida"", disse à agência Lusa fonte da PJ. As motivações do crime estarão relacionadas ""com alguma instabilidade emocional"" do homem: ""Era alguém instável e essa instabilidade terá levado a este acto.""  Segundo a mesma fonte, os corpos foram encontrados pela PSP de Coimbra, cerca das 9h15, depois da filha do casal ter encontrado a mãe deitada no chão da casa, já morta, e ter dado o alerta.  O caso verificou-se nas instalações de uma antiga pensão, que actualmente serviam de domicílio ao casal de idosos, cujas idades se situam, segundo a polícia, entre os 75 e 80 anos. Os corpos foram transportados para o Instituto Nacional de Medicina Legal de Coimbra no âmbito das formalidades e averiguações em curso.  Esta é, pelo menos, a sétima situação de morte por violência doméstica a ser noticiada este ano. Houve casos em Sintra, Setúbal, Lamego, Amarante, Sever do Vouga e o último no Seixal. Em seis destas sete situações, os homicidas também se suicidaram depois de terem matado as mulheres ou ex-mulheres.  Dois crimes aconteceram ainda na semana passada. Uma mulher de 29 anos foi encontrada morta, a 3 de Março, na sua residência em Santa Marta do Pinhal, no Seixal. O marido suicidou-se depois na ponte 25 de Abril. Fonte da PJ adiantou, na altura, ao PÚBLICO que o casal estaria a passar por graves dificuldades relacionadas com o pagamento de dívidas, tendo até um automóvel penhorado. A mulher foi atingida por vários golpes de uma faca de cozinha.  Na madrugada de 2 de Março foi a vez de um homem, com mais de 80 anos, ter matado a mulher com um tiro de caçadeira enquanto esta dormia, em Sever do Vouga. O homem telefonou depois a um filho dando conta de que acabara de matar a mãe, com 76 anos, e suicidou-se de seguida.  O casal vivia da agricultura e não estava referenciado por qualquer episódio de violência. Os bombeiros encontraram a mulher ainda na cama e o homem já morto sentado numa cadeira.  No final de Janeiro, a Guarda Nacional Republicana deu conta da situação de um outro homem de 69 anos que matou a mulher, de 67, em Mancelos, Amarante. O homem suicidou-se algum tempo depois. Foi o próprio quem ligou às autoridades a comunicar que tinha matado a mulher e que iria suicidar-se.  Quando a patrulha chegou à habitação, no lugar do Pidre, encontrou a mulher morta, com ferimentos na cabeça e no pescoço. O homem foi encontrado, enforcado, num anexo da habitação. A GNR disse que não havia registos de violência doméstica no casal desde 2007. A Lusa deu conta, na altura, de que o motivo do crime e suicídio teria a ver com o facto de ambos os elementos do casal sofrerem de cancro.  No caso de Lamego, o homem matou a tiro a mulher em plena rua, suicidando-se de seguida com a mesma arma. Terá sido um transeunte que deu o alerta às autoridades. Já viviam separados e poderão ter estado em causa divergências quanto à partilha de bens.  Uma outra mulher foi assassinada a 22 de Janeiro, na casa onde residia, em Setúbal, alegadamente pelo marido. A vítima tinha 52 anos era funcionária da Câmara Municipal de Setúbal. O suspeito do crime de homicídio é o marido, de 53 anos, bancário reformado. A PSP informou na altura que a funcionária tinha apresentado denúncia por violência doméstica.  O ano de 2015 começou com a história de dois idosos encontrados mortos dentro de casa, em Sintra. A idosa de 84 anos, que sofria de Alzheimer, terá sido estrangulada pelo marido, noticiou a 23 de Janeiro o Correio da Manhã. Tudo indica que foi morta pelo marido, de 77 anos, que se suicidou na residência onde viviam os dois.  Na última década, morreram 398 mulheres vítimas de agressões em contexto de violência doméstica em Portugal, segundo o último relatório do Observatório de Mulheres Assassinadas da União Mulheres Alternativa e Resposta (UMAR). Os ciúmes (20%) e a circunstância de o agressor não aceitar a separação (10%) são os principais motivos apontados pelo observatório.  Só em 2014 morreram 42 mulheres, de acordo com a UMAR, um balanço ligeiramente superior ao registado em 2013, ano em que morreram 37 mulheres. Na evolução da última década destaca-se o ano de 2008, quando o número de mortes subiu para 46. Porém, a média por ano manteve-se.  Notícia actualizada e acrescentada às 17h31"	publico	8	2015-03-13 03:34:36	False	True	False	False	True	True	True	y	2015	Portugal	Médio Tejo	39.74520913125001	-8.648987511631946	SANTARÉM	continental	POINT (-8.648987511631946 39.74520913125001)
109	1284	60082d71d0d6153140dd65aa	60082d3d6c4fa8b10676d6c4	60021a577f92159084b659e9	IAH-20150516032621-74792-p13.arquivo.pt	1d6a9462528074a08cb7f83cd261c0f8	https://arquivo.pt/noFrame/replay/20150516034304/http://www.dn.pt/inicio/portugal/interior.aspx?content_id=4517872&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+DN-Ultimas+%28DN+-+Ultimas%29		Homem de 73 anos mata mulher doente terminal em Matosinhos	['Global Media Group']	Um homem de 73 anos matou hoje, em Matosinhos, a mulher que se encontrava em fase terminal de doença, disse à Lusa a PSP do Porto.  O homicídio terá ocorrido pelas 15:00 na Rua Silva Pinheiro, após o que o homem terá tentado cometer suicídio com a mesma arma de fogo que usou contra a vítima, informou a mesma fonte.  O homem foi encaminhado para o Hospital de São João, no Porto.  O caso está agora entregue à Polícia Judiciária.	diario_noticias	10	2015-05-16 03:43:04	False	False	False	False	True	True	True	y	2015	Portugal	Área Metropolitana do Porto	41.17027133333333	-8.658396	PORTO	continental	POINT (-8.658396 41.17027133333333)
107	1243	60082d71d0d6153140dd6563	60082d3d6c4fa8b10676d67d	6001eb01daf0a7a32dd412f5	IAH-20151001170153-00028-p84.arquivo.pt	5ae9a42354f11a66904d04119e0a17ef	https://arquivo.pt/noFrame/replay/20151002021641/http://www.dn.pt/Inicio/interior.aspx?content_id=4779284	2015-09-15 16:20:00	Milionária brasileira assassinada pelo marido no Estoril	['Global Media Group']	Um casal de estrangeiros foi encontrado morto este domingo. O corpo do marido foi descoberto no cabo da Roca, em Sintra. Ter-se-á suicidado após alegadamente matar a mulher, milionária brasileira, que foi encontrada na casa dos dois, na Quinta Patiño, no Estoril.  De acordo com o Correio da Manhã, o magnata sueco Anders Larsson suicidou-se ao meio-dia de domingo.  Ao final do dia a sua mulher, uma milionária brasileira de 60 anos, foi encontrada morta na Quinta Patiño. O jornal avança que a polícia suspeita de morte por asfixia.  O Correio da Manhã acrescenta que o corpo de Anders Larsson foi recuperado pelos bombeiros de Almoçageme e foi identificado. O corpo da mulher de Larsson foi descoberto às 23.50, através da janela da sua casa, por um segurança. A magnata da indústria imobiliária no Brasil já estaria morta quando foi encontrada.	diario_noticias	7	2015-10-02 02:16:41	False	False	False	False	True	True	True	y	2015	Portugal	Grande Lisboa	38.758901575	-9.407978794361187	LISBOA	continental	POINT (-9.407978794361187 38.758901575)
106	1237	60082d71d0d6153140dd6555	60082d3d6c4fa8b10676d66f	6001e539daf0a7a32dd41105	IAH-20151009231407-00776-p82.arquivo.pt	4abac6d28f75b7be5397464cd49abf77	https://arquivo.pt/noFrame/replay/20151010122915/http://www.publico.pt/local/noticia/mulher-assassinada-em-setubal-1683052		Mulher assassinada em Setúbal	[]	Uma mulher foi assassinada nesta quinta-feira, na casa onde residia, em Vanicelos, no Bairro do Liceu, em Setúbal, alegadamente pelo marido, numa situação de violência doméstica que perpetua a elevada tendência para este crime registada no ano passado na região.  A vítima mortal, de 52 anos de idade, era funcionária da Câmara Municipal de Setúbal. O suspeito do crime de homicídio é o marido, de 53 anos, bancário reformado.  A polícia foi chamada ao local às 4h45 desta quinta-feira, quando o crime estava já consumado, e deteve o marido, que foi conduzido ao hospital de São Bernardo, em Setúbal, sob detenção. O homem, que terá resistido à detenção, estava ferido por, alegadamente, ter desferido golpes de arma branca sobre ele próprio.  A PSP confirma em comunicado que o alegado homicida estava armado e atentou contra a própria vida: “Os polícias, numa acção concertada com o INEM e num momento de fragilidade do suspeito, conseguiram retirar-lhe a faca e manietá-lo. Este cidadão apresentava diversos golpes de faca no corpo tendo sido transportado, sob detenção, para o Hospital São Bernardo onde se encontra internado e sem correr risco de vida.”  No mesmo documento, a PSP informa que a vítima tinha apresentado denúncia por violência doméstica, “no âmbito de um processo de divórcio”, acrescentando que a queixa “foi avaliada nos termos do risco e de acordo com a vontade expressa pela senhora no momento em que se deslocou às instalações policiais”. Ainda de acordo com a PSP, “face ao baixo risco da situação, esta apenas ficou para acompanhamento e a vítima regressou por vontade expressa da mesma para a sua residência”.  A investigação do caso está entregue à Policia Judiciária, que esteve no local.  Este é o primeiro caso mortal de violência doméstica este ano na região de Setúbal. Em 2014 sete mulheres perderam a vida em situação considerada de violência doméstica, o que coloca o distrito como o que regista maior número de casos deste género.  Segundo o Observatório de Mulher Assassinadas, projecto da organização feminista UMAR - União de Mulheres Alternativa e Resposta -, entre Janeiro e 30 de Novembro do ano passado, sete mulheres foram vítimas de homicídio perpetrado por um familiar ou por alguém com quem tinham mantido ou mantinham uma relação intima.	publico	4	2015-10-10 12:29:15	False	True	False	False	True	True	True	y	2015	Portugal	Setúbal Peninsula	38.524321	-8.892617199999998	SETÚBAL	continental	POINT (-8.892617199999998 38.524321)
105	1235	60082d71d0d6153140dd6553	60082d3d6c4fa8b10676d66d	6002115edaf0a7a32dd43189	IAH-20151013082523-01010-p82.arquivo.pt	4d1b1cf6a8f217769240ea007a44ce5e	https://arquivo.pt/noFrame/replay/20151013103403/http://www.publico.pt/sociedade/noticia/duas-mulheres-agredidas-com-faca-uma-morreu-1665465		Homem mata mulher com faca e fere outra com gravidade	['Patrícia Carvalho', 'Pedro Sales Dias']	Uma mulher morreu e outra ficou ferida na sequência de uma agressão com uma faca, durante a noite desta segunda-feira, na aldeia de Vilarinho da Castanheira, em Carrazeda de Ansiães. O suspeito pelo ataque era vizinho de uma das vítimas, que eram cunhadas, e está em fuga.  A agressão terá ocorrido pelas 23h de segunda-feira, junto ao recinto onde decorria um concerto integrado nas festas da Nossa Senhora da Assunção, que se comemoram na freguesia. Foram vizinhos que chamaram a patrulha da GNR às 23h25, informou fonte policial. Por essa altura, já o alegado agressor tinha escapado num carro que veio a abandonar a poucos quilómetros da freguesia onde ocorreu o crime. O carro foi localizado pela polícia já na manhã desta terça-feira e a Polícia Judicíária e a GNR estão no terreno a tentar localizar o fugitivo.  O presidente da Junta de Freguesia de Vilarinho da Castanheira, Pedro Correia, que se encontrava na festa, diz que não se apercebeu do ataque e que só quando as ambulâncias se aproximaram do local é que a maior parte das pessoas teve noção de que algo grave acontecera.  Pedro Correia conhece bem o suspeito e a mulher que ficou ferida, ambos moradores na aldeia, e garante que estes eram vizinhos. “Eles davam-se bem, mas nos últimos tempos tiveram uma desavença, segundo se diz, por causa de um estábulo que ela lhe alugou. Ontem, as desavenças já começaram durante a tarde, durante a quermesse e, à noite, o álcool é que estragou tudo”, diz o autarca.  Ainda segundo o presidente da junta, a mulher que morreu no local, e que era residente noutra localidade, era cunhada da outra vítima. A vítima mortal foi golpeada no pescoço.  As autoridades estão a realizar buscas na área, mas Pedro Correia teme que a operação seja infrutífera, a menos que o homem opte por se entregar. “Ele é pastor, conhece esta zona toda, não o vão conseguir apanhar. Só se ele quisesse, mas ele já sabe o que o espera.”  Fonte do Instituto Nacional de Emergência Médica (INEM) informou que foram enviadas ao local duas ambulâncias de Suporte Imediato de Vida, tendo sido também accionado o helicóptero sediado em Macedo de Cavaleiros, para transportar a mulher ferida, com 57 anos, para o Hospital de S. João, no Porto. A outra vítima faleceu no local e, segundo o Jornal de Notícias, teria 41 anos. Pedro Correia diz que o suspeito é solteiro e que as duas vítimas têm família. A vítima mortal terá dois filhos menores e a mulher que se encontra internada, mas sem correr risco de vida, terá um filho já adulto.  Ao local do crime acorreram ainda os Bombeiros Voluntário de Carrazeda de Ansiães.	publico	10	2015-10-13 10:34:03	False	False	False	False	True	True	True	y	2015	Portugal	Douro	41.283387525	-7.5215354	VILA REAL	continental	POINT (-7.5215354 41.283387525)
104	1234	60082d71d0d6153140dd6552	60082d3d6c4fa8b10676d66c	6002115bdaf0a7a32dd43182	IAH-20151012192658-00978-p82.arquivo.pt	2c542349d973bbea326a223aac985c30	https://arquivo.pt/noFrame/replay/20151013171336/http://www.publico.pt/local/noticia/homem-mata-mulher-e-amiga-e-suicidase-1598250		Homem mata mulher, amiga desta e suicida-se	[]	Um homem de 58 anos matou a tiro a mulher, em Pinhal Novo, e uma amiga desta que residia em Palmela, onde se terá suicidado, na noite de domingo para segunda-feira.  A esposa do suspeito, uma mulher de 53 anos, foi morta na casa onde vivia com o marido, na localidade de Palhota, no Pinhal Novo, cerca das 22h30. A vítima foi transportada para o Hospital de Setúbal, onde acabou por morrer.  Após este crime, o homem dirigiu-se de carro a casa de uma amiga da mulher, que foi também alvejada e que morreu no local, na Quinta da Nevada.  Cerca das 10h40 desta segunda-feira, o suspeito foi encontrado morto junto ao seu automóvel, nas proximidades da Quinta da Nevada. Tudo indica que se terá suicidado.  Segundo o inspector-chefe Júlio Barbas, porta-voz do departamento de investigação da PJ de Setúbal, na origem do crime terá estado um caso passional e problemas depressivos por parte do suspeito. “O casal, apesar de viver junto, já se encontrava numa situação de separação”, acrescentou.  Ainda segundo a mesma fonte, a arma utilizada para o duplo homicídio foi uma caçadeira de calibre 12.      	publico	8	2015-10-13 17:13:36	False	False	False	False	True	True	True	y	2015	Portugal	Setúbal Peninsula	38.569601	-8.9011653	SETÚBAL	continental	POINT (-8.901165300000001 38.569601)
100	1101	60082d71d0d6153140dd64ab	60082d3d6c4fa8b10676d5c5	6001fd04daf0a7a32dd422fd	IAH-20160120233432-00235-p84.arquivo.pt	67c7189a28fdd9d9bb771feb10092b37	https://arquivo.pt/noFrame/replay/20160121012633/http://www.dn.pt/portugal/interior/marido-assassina-mulher-com-cacadeira-em-ourem-3227570.html	2013-05-18 21:19:00	Marido assassina mulher com caçadeira em Ourém	['Global Media Group']	Pub  Uma mulher de 59 anos foi hoje assassinada com tiros de caçadeira pelo marido, na localidade de Formigais, no concelho de Ourém, disse à Lusa fonte do comando geral da GNR.  O homicida entregou-se no posto da GNR de Ourém, cerca das 16:00, adiantou a mesma fonte, sem acrescentar detalhes.  De acordo com o último Relatório Anual de Segurança Interna, divulgado no passado mês de março, entre 2011 e 2012, embora o número de participações de violência doméstica tenha diminuído, passando da 28.980 para 26.084, o número de homicídios conjugais aumentou de 27 para 37, no mesmo período.	diario_noticias	7	2016-01-21 01:26:33	False	True	False	False	True	True	True	y	2016	Portugal	Médio Tejo	39.68729310000001	-8.567930392788714	SANTARÉM	continental	POINT (-8.567930392788714 39.68729310000001)
99	1100	60082d71d0d6153140dd64aa	60082d3d6c4fa8b10676d5c4	6001f147daf0a7a32dd419ef	IAH-20160121225851-00214-p84.arquivo.pt	9541f67cc527c7b46e235fab6264c0e6	https://arquivo.pt/noFrame/replay/20160122001049/http://www.jn.pt/PaginaInicial/Justica/Interior.aspx?content_id=4986080	2016-01-18 17:13:00	Mulher assassinada pelo marido na rua	['Global Media Group', 'Rogério Matos']	"Desde a separação, por não aceitar o divórcio, o alegado homicida despedia-se dos amigos com um habitual: ""Amanhã, não sei se me vês"". Depois, dizem os amigos, ""deixava de frequentar os sítios do costume, como o Café Princesa, e ficava enterrado na angústia"".  Ontem à tarde, o Rita, como era conhecido, cumpriu finalmente o plano que tinha na cabeça há meses e ""acabou tudo"", com um tiro na cabeça da sua mulher, à saída da casa na Rua do Oriente, no Barreiro, onde era empregada doméstica.  O Rita, ao que admite quem o conhece, terá começado o dia a perseguir a mulher. Terá visto Maria Anabela saindo da sua residência, junto à Igreja de Palhais, no Barreiro, e ido à Sociedade Recreativa, onde também trabalhava há uma semana, como empregada de limpeza. O Rita esteve dentro do bar daquela entidade a beber uma cerveja, mas não falaram.  Mais tarde, cerca das 12.30 horas, a Bela do Rita, como era conhecida, foi para uma residência, na Rua do Oriente, onde também fazia serviços de empregada de limpeza. Ao sair dessa casa, com o lixo na mão, antes das 14 horas, foi interpelada pelo marido, que estava armado, admitiram testemunhas ao JN. A discussão azedou e o Rita apontou-lhe a arma. Ela ainda gritou por socorro, mas foi abatida com um tiro na cabeça.  Cometido o crime, Manuel Ribeiro fugiu na direção da Mata da Machada. Uma testemunha perseguiu-o durante alguns metros, mas desistiu quando viu que ele estava armado. Até ao fecho desta edição, o homicida andava fugido."	jornal_noticias	6	2016-01-22 00:10:49	False	True	False	False	True	True	True	y	2016	Portugal	Setúbal Peninsula	38.6340657	-9.047856727251068	SETÚBAL	continental	POINT (-9.047856727251068 38.6340657)
98	1091	60082d71d0d6153140dd64a1	60082d3d6c4fa8b10676d5bb	60021aad7f92159084b65a11	IAH-20160215211119-00174-p84.arquivo.pt	f14ba3a2ff6fd4917b9789c144d0697b	https://arquivo.pt/noFrame/replay/20160215232153/http://www.dn.pt/sociedade/interior/homem-mata-mulher-e-suicidase-em-armamar-4953573.html	2015-12-26 10:43:00	Homem mata mulher e suicida-se em Armamar	['Global Media Group', 'Arquivo Global Imagens']	"A mulher terá morrido logo, enquanto o homem ainda foi encontrado com vida  Pub  O crime ocorreu na casa do casal, com cerca de 40 anos, onde também estava uma filha com 16 anos  Um homem terá matado a mulher a tiro no concelho de Armamar, suicidando-se de seguida na noite de Natal, informou hoje fonte do Centro Distrital de Operações de Socorro (CDOS) de Viseu.  De acordo com a fonte, o homicídio seguido de suicídio terá ocorrido cerca das 22:20 de sexta-feira, em Santa Cruz, no concelho de Armamar.  ""A mulher terá morrido logo, enquanto o homem ainda foi encontrado com vida, tendo chegado a ser acionado o helicóptero [de transporte de doentes], mas [o ferido] acabou por falecer no local, perto da meia-noite"", revelou.  A GNR esclareceu ainda que os disparos terão ocorrido na casa do casal, com cerca de 40 anos, onde também estaria uma filha com 16 anos e o sogro do homem que terá usado a caçadeira.  O caso foi entregue à Polícia Judiciária do Porto, que se encontra no local."	diario_noticias	8	2016-02-15 23:21:53	False	False	False	False	True	True	True	y	2016	Portugal	Baixo Mondego	40.202010575	-8.361079560211632	COIMBRA	continental	POINT (-8.361079560211632 40.202010575)
96	1031	60082d71d0d6153140dd6456	60082d3d6c4fa8b10676d570	6001efa2daf0a7a32dd41775	IAH-20160411231316-00292-p84.arquivo.pt	86a5a13d4186cda621fd1711fde40e42	https://arquivo.pt/noFrame/replay/20160412013305/http://www.sol.pt/noticia/6108		Mulher assassinada na estação da Amadora	['Jornal Sol']	Sociedade  Uma mulher foi esfaqueada até à morte hoje de manhã na estação ferroviária da Reboleira, na Amadora, desconhecendo-se as motivações do crime, disse à agência Lusa fonte da PSP.  Segundo a mesma fonte, o crime ocorreu cerca das 9h, quando a vítima, empregada de limpeza na estação, estava a trabalhar.  “Houve várias pessoas que assistiram, incluindo a colega de trabalho que estava ali próxima”, adiantou.  Um familiar da vítima disse à agência Lusa que a mulher, de 40 anos, era vítima de maus-tratos por parte do antigo companheiro, que é suspeito de «há pouco tempo» lhe ter incendiado a habitação onde residia, no bairro de Santa Filomena.  O caso foi entregue à Polícia Judiciária.  Lusa / SOL	sol2	6	2016-04-12 01:33:05	False	False	False	False	True	True	True	y	2016	Portugal	Grande Lisboa	38.7595162	-9.223677009460122	LISBOA	continental	POINT (-9.223677009460122 38.7595162)
95	1015	60082d71d0d6153140dd6415	60082d3d6c4fa8b10676d52f	60021aad7f92159084b65a13	IAH-20160512071816-00571-p84.arquivo.pt	5ff1ab1f40639cc9673cf114bd8c4bf0	https://arquivo.pt/noFrame/replay/20160512073311/http://www.dn.pt/portugal/interior/homem-mata-mulher-avisa-gnr-e-suicidase-em-seguida-4369911.html	2015-01-29 11:24:00	Homem mata mulher, avisa GNR e suicida-se em seguida	['Global Media Group']	Pub  Crime aconteceu esta madrugada na freguesia de Mancelos, Amarante. Mulher foi esfaqueada pelo marido, que ligou para o posto da GNR admitindo o crime e dizendo que iria suicidar-se em seguida.  Um homem de 69 anos matou a mulher, de 67, na madrugada desta quinta-feira em Pidre, freguesia de Mancelos, Amarante, suicidando-se em seguida.  Segundo confirmou ao DN uma fonte da GNR de Amarante, o indivíduo contactou as autoridades pelas 3.45 através de chamada telefónica: avisou que já tinha matado a mulher e iria suicidar-se. O agente terá tentado manter o homem ao telefone mas o indivíduo acabou por terminar o contacto. A patrulha de ocorrências deslocou-se para o local mas não conseguiu entrar na casa, tendo necessitado da colaboração dos bombeiros, entretanto acionados, tal como o INEM.  Quando finalmente conseguiram entrar na habitação, as autoridades encontraram a mulher no quarto, morta com golpes na cabeça e no pescoço. O marido estava num anexo da residência, enforcado.  Ao DN, fonte da GNR confirmou que o casal tinha historial de violência doméstica e há denúncias registadas anteriores a 2007. Não há queixas recentes. Suspeita-se de que o crime possa ter sido motivado por problemas de saúde de que sofreriam marido e mulher.  O caso foi agora entregue à Polícia Judiciária do Porto.  Este é o quinto caso de uma mulher morta pelo companheiro em 2015. Em janeiro de 2014, segundo o Observatório de Mulheres Assassinadas, registaram-se quatro homicídios deste género.	diario_noticias	10	2016-05-12 07:33:11	False	True	False	False	True	True	True	y	2016	Portugal	Tâmega e Sousa	41.28244160000001	-8.060305059803397	PORTO	continental	POINT (-8.060305059803397 41.28244160000001)
93	1003	60082d71d0d6153140dd6409	60082d3d6c4fa8b10676d523	60021e7d7f92159084b65fa7	IAH-20160514170158-00073-p84.arquivo.pt	0626a9079498970ccaf60683dec3fa03	https://arquivo.pt/noFrame/replay/20160514184936/http://sol.sapo.pt/noticia/116982		Homem mata mulher e filha em Coimbra	['Jornal Sol']	"Sociedade  A agressão teve início no interior de uma habitação e envolveu um homem de 49 anos, a sua mulher de 47 anos, e duas filhas de 16 e 13 anos  Duas pessoas morreram, incluindo uma menor, e outra ficou ferida com gravidade na sequência de um ataque com arma branca por um homem, durante a madrugada de hoje em Soure, Coimbra, disse à agência Lusa fonte da Protecção Civil.  O agressor, que esteve barricado no interior da habitação, acabou por se entregar à GNR  Segundo a fonte, a agressão teve início no interior de uma habitação na Urbanização Encosta do Sol, e envolveu um homem de 49 anos, a sua mulher de 47 anos, e duas filhas de 16 e 13 anos.  A mulher e filha de 16 anos morreram no local, na sequência dos ferimentos causados por arma branca. Já a filha de 13 anos recebeu assistência no local e foi transportada para o Hospital Pediátrico de Coimbra em estado grave.  ""Recebemos às 01:35 uma chamada que dava conta de uma agressão, a qual foi confirmada no local"", afirmou à agência Lusa a fonte da Protecção Civil.  O agressor, que esteve barricado no interior da habitação, acabou por se entregar à GNR, e foi transportado para o Centro Hospitalar de Coimbra.  Pelas 04:30 estavam no local dez elementos da GNR e quatro da Polícia Judiciária. Os bombeiros de Soure mantinham-se também no local com 15 operacionais apoiados por oito viaturas.  ""O nosso comandante distrital [da Protecção Civil de Coimbra] está no local. Estão a ser realizadas perícias e levantamentos"", afirmou à agência Lusa.  Lusa/SOL"	sol	7	2016-05-14 18:49:36	False	False	False	False	True	True	True	y	2016	Portugal	Baixo Mondego	40.05986530000001	-8.553400333333334	COIMBRA	continental	POINT (-8.553400333333334 40.05986530000001)
92	1001	60082d71d0d6153140dd6406	60082d3d6c4fa8b10676d520	6001ed16daf0a7a32dd415cb	IAH-20160518192903-00148-p84.arquivo.pt	b02d7b1519c26475df57bdedc7af2a42	https://arquivo.pt/noFrame/replay/20160518204247/http://sol.sapo.pt/noticia/499737/Mulher-assassinada-num-predio-no-centro-de-Guimaraes		Mulher assassinada num prédio no centro de Guimarães	['Jornal Sol']	Sociedade  Uma mulher de 34 anos foi assassinada, este sábado, no quarto de um prédio no centro de Guimarães, conotado com a prática da prostituição.  A vítima, de nacionalidade brasileira, tinha residência em Aveiro.  A Polícia Judiciária de Braga jã deteve um suspeito, que o Correio da Manhã diz ser namorado da mulher, e será ouvido por um juiz de instrução criminal na segunda-feira.  Ainda não são claros os motivos que levaram ao crime.  O Jornal de Notícias refere que a PSP de Guimarães recebeu o alerta por volta das 10h de ontem. Uma vez que corpo apresentava sinais de violência, nomeadamente sinais de estrangulamento, a PSP encaminhou o caso para a PJ.  O cadáver foi posteriormente retirado do local pelos Bombeiros de Guimarães e levado para a morgue do hospital, onde será autopsiado.	sol	8	2016-05-18 20:42:47	False	True	False	False	True	True	True	y	2016	Portugal	Área Metropolitana do Porto	41.241449775	-8.385124424999999	PORTO	continental	POINT (-8.385124424999999 41.241449775)
91	1000	60082d71d0d6153140dd6405	60082d3d6c4fa8b10676d51f	6001ed16daf0a7a32dd415cc	IAH-20160518191811-00132-p84.arquivo.pt	a82de565575e4c78010097781e3bc485	https://arquivo.pt/noFrame/replay/20160518204617/http://sol.sapo.pt/noticia/493472/Mulher-assassinada-pelo-marido-em-plena-via-p-blica		Mulher assassinada pelo marido em plena via pública	['Jornal Sol']	Sociedade  Uma mulher foi assassinada pelo marido, em plena via pública, esta segunda-feira,.  Segundo o Jornal de Notícias, a vítima de 57 anos foi baleada na cabeça. O incidente ocorreu por volta das 13h42, na Rua das Caravelas, freguesia de Palhais (Barreiro).  O marido, de 60 anos, fugiu do local e até ao momento ainda não foi capturado.  Na origem do homicídio estará um processo de divórcio que o homem não aceitou.  No local do crime estiveram a GNR, a VMER do Hospital do Barreiro e os Bombeiros Voluntários.	sol	8	2016-05-18 20:46:17	False	False	False	False	True	True	True	y	2016	Portugal	Setúbal Peninsula	38.6340657	-9.047856727251068	SETÚBAL	continental	POINT (-9.047856727251068 38.6340657)
85	911	60082d71d0d6153140dd63ab	60082d3d6c4fa8b10676d4c5	6001ed16daf0a7a32dd415ca	IAH-20160603202406-00201-p84.arquivo.pt	30cc22eb39644f90757d0d2ed6828ff9	https://arquivo.pt/noFrame/replay/20160603204822/http://sol.sapo.pt/noticia/122520		Mulher assassinada pelo marido em Setúbal	['Jornal Sol']	Sociedade  Mais uma mulher terá sido vítima de um quadro de violência doméstica. Desta vez foi em Setúbal que foi encontrada morta uma mulher de 52 anos, que terá sido assassinada pelo próprio marido em casa, avançam o Correio da Manhã e TVI.  A polícia foi chamada ao local durante a madrugada, mas os vizinhos não testemunharam nem ouviram qualquer discussão entre o casal.  O homem ainda resistiu à detenção da PSP e por isso acabou por sofrer ferimentos que obrigaram a assistência médica no hospital.	sol	6	2016-06-03 20:48:22	False	True	False	False	True	True	True	y	2016	Portugal	Setúbal Peninsula	38.524321	-8.892617199999998	SETÚBAL	continental	POINT (-8.892617199999998 38.524321)
