Unnamed: 0	_id	pos_processed_news	news_table_id	id	arquivo_hash	news_link	news_site_date	news_site_title	news_site_authors	news_site_text	search_newspaper	title_len	arquivo_date	feminicidio	violencia_domestica	violencia_sexual	assedio_sexual	mulheres_assassinadas	search_keywords	title_countains_keyword	annotated_data	dateyear	country	region	lat	lon
803	60082d71d0d6153140dd6255	60082d3d6c4fa8b10676d36f	60021b547f92159084b65af6	IAH-20160829170154-00046-p84.arquivo.pt	4fdf128c7c2d60915d4f169f65cee90f	https://arquivo.pt/noFrame/replay/20160829183311/http://www.cmjornal.pt/exclusivos/detalhe/mata-tres-para-esconder-traicao?act=0&est=Aberto		Mata três mulheres para esconder traição	[]	Imagens das três brasileiras encontradas em Tires  Mata três mulheres para esconder traição  A ideia de Dinai seria apenas matar Michelle Santana, de 28 anos. Mas a chegada dias antes de Lidiana e de Thayane a Portugal levou o brasileiro a matar as três mulheres. Não podia deixar testemunhas. Ao chegar ao Brasil, a Minas Gerais, Dinai disse que as três mulheres tinham ido trabalhar para Londres, em Inglaterra, daí não darem notícias. Mas a verdade era outra.Entre os últimos dias de janeiro e os primeiros de fevereiro – altura em que as mulheres deixaram de contactar a família – Dinai matou-as e atirou-as para a fossa. Era um sítio familiar para o homicida, pois trabalhava no hotel para cães há vários anos. Devido ao avançado estado de decomposição, só as autópsias – segunda-feira - poderão determinar como foram mortas as mulheres.A família das brasileiras suspeitou de Dinai desde a primeira hora. Não acreditava na sua versão. E a Unidade Nacional de Contraterrorismo da PJ, em colaboração com a Polícia Federal, sempre o viu como suspeito.A UNCT referenciou vários locais onde pudessem estar os corpos e inspetores já tinham ido ao canil em abril – onde esvaziaram três poços na esperança de terem alguma pista. Sem sucesso. Deixaram a indicação aos trabalhadores para contactar a PJ caso tivessem informações. Ontem de manhã, uma reparação na fossa levantou suspeitas e os corpos foram encontrados.	correio_manha	6	2016-08-29 18:33:11	False	False	False	False	True	True	True	y	2016	Brazil	Região Geográfica Intermediária de Porangatu-Uruaçu	-14.42990885	-48.67943270000001
804	60082d71d0d6153140dd6256	60082d3d6c4fa8b10676d370	6001eb0adaf0a7a32dd412ff	IAH-20160827054436-00677-p84.arquivo.pt	39d8b81e04c8436b4dcc05a9572febbf	https://arquivo.pt/noFrame/replay/20160827065054/http://www.dn.pt/desporto/interior/amp/prima-de-modric-foi-assassinada-5126651.html		Prima de Modric foi assassinada	[]	Prima de Modric foi assassinada  Corpo da mulher de 40 anos foi descoberto no porta-bagagens de um carro  A prima do jogador do Real Madrid Luka Modric foi assassinada. Susana Modric de Araniva tinha 40 anos e foi raptada na segunda-feira. Dois dias depois o corpo foi encontrado no porta-bagagens de um carro na povoação de Villa Real de Cuscatancingo, em El Salvador.  Segundo o jornal Sport, a polícia local ainda não esclareceu o que aconteceu. O jogador croata ainda não comentou a morte da prima publicamente.  Susana Modric nasceu na Croácia, mas emigrou com os pais para a Alemanha ainda em criança, tendo mais tarde seguido para os Estados Unidos. Há seis anos que vivia em El Salvador onde casou e teve um filho. Era atualmente divorciada e estaria a ponderar abandonar o país, depois de ter encerrado o seu negócio de exploração agrícola.	diario_noticias	5	2016-08-27 06:50:54	False	False	False	False	True	True	True	y	2016	El Salvador	Departamento de Cuscatlán	13.800038199999998	-88.9140683
824	60082d71d0d6153140dd626b	60082d3d6c4fa8b10676d385	60021189daf0a7a32dd431c2	IAH-20160805041753-00621-p84.arquivo.pt	6d280798bf255661bdc0e9639e487a33	https://arquivo.pt/noFrame/replay/20160805060719/https://www.publico.pt/sociedade/noticia/homem-mata-mulher-e-suicidase-em-samora-correia-1739919		Homem mata mulher e suicida-se em Samora Correia	[]	Um homem terá morto a companheira a tiro, suicidando-se de seguida, na casa onde ambos viviam, em Porto Alto, Samora Correia, no concelho de Benavente.  O casal, ambos com cerca de 80 anos, foi encontrado morto neste domingo por familiares que se deslocaram à habitação, não sendo ainda claro quando é que o crime ocorreu, adiantou ao PÚBLICO o capitão Rui Póvoa, da GNR de Santarém.  Os Bombeiros Voluntários de Samora Correia receberam o alerta para uma situação de agressão com arma de fogo às 13h04, tendo enviado duas ambulâncias para o local. No entanto, como as vítimas estavam já sem vida, acabou por ser a corporação de Benavente a transportar os corpos para o gabinete médico-legal de Vila Franca de Xira, onde serão autopsiados.  O diário online O Mirante adianta que as mortes terão ocorrido este domingo e que foi o filho do casal que encontrou os corpos. Diz ainda que os disparos terão sido feitos de uma caçadeira, já que o idoso seria caçador. Alguns vizinhos estranharam ouvir dois disparos, mas não suspeitaram da ocorrência de um crime.  A Polícia Judiciária esteve a recolher vestígios no local e está a investigar o caso.	publico	9	2016-08-05 06:07:19	False	False	False	False	True	True	True	y	2016	Spain	Castile and León	42.003286200000005	-5.6738595
875	60082d71d0d6153140dd6386	60082d3d6c4fa8b10676d4a0	60020871daf0a7a32dd42cb4	IAH-20160624035419-00481-p84.arquivo.pt	39412f3b1ac052bcf481abce83f1f575	https://arquivo.pt/noFrame/replay/20160624045652/http://visao.sapo.pt/actualidade/sociedade/2015-11-22-Mulher-gravida-e-esfaqueada-mortalmente-mas-bebe-sobrevive-gracas-a-operacao-feita-pela-assassina	2015-11-22 00:00:00	Mulher grávida é esfaqueada mortalmente mas bebé sobrevive graças a operação feita pela assassina	[]	"A história tem contornos de violência extrema. A notícia deste crime foi divulgada inicialmente pelo canal de televisão The New York Daily News que fez a reportagem no local e entrevistou testemunhas no local e fontes policiais.  Na origem do crime está uma violenta discussão entre duas mulheres, ambas com 22 anos.  A polícia foi chamada ao apartamento no bairro do Bronx Wakefield, durante a tarde da passada sexta-feira, depois de receber um telefonema de alerta de vizinhos. A mulher foi levada para o hospital onde acabou por morrer.  O vereador da cidade de Nova Iorque, Andy King, disse à agência de informação Associated Press que a vítima foi estrangulada e esfaqueada. O feto foi então removido da barriga.  A suspeita do crime foi detida no local. ""Quando a polícia chegou ao local a criminosa alegou que o filho era seu e que a criança tinha nascido durante a luta"", disse King.  A polícia decidiu não revelar a identidade da vítima, o bebé sobreviveu e foi levado para um hospital local."	visao	14	2016-06-24 04:56:52	False	True	False	False	True	True	True	y	2016	United States	New York	40.7127281	-74.0060152
889	60082d71d0d6153140dd6394	60082d3d6c4fa8b10676d4ae	6002118edaf0a7a32dd431c9	IAH-20160616083830-58461-p81.arquivo.pt	e054466624a6e547d3fbc019ec439686	https://arquivo.pt/noFrame/replay/20160616092137/https://www.publico.pt/mundo/noticia/jovem-que-procura-de-asilo-na-suecia-esfaqueia-mulher-em-centro-de-acolhimento-1721425		Jovem à procura de asilo na Suécia mata mulher em centro de acolhimento	['Félix Ribeiro']	"Um jovem de 15 anos requerente de asilo na Suécia esfaqueou e matou uma trabalhadora no centro de acolhimento em que vivia, destinado a acolher menores chegados ao país sem acompanhantes. O ataque aconteceu na segunda-feira, durante uma luta com outros menores residentes no centro dos arredores de Gotemburgo.  A jovem trabalhadora de 22 anos não resistiu aos ferimentos e morreu no hospital, horas depois do ataque. A polícia não divulgou o nome e nacionalidade do atacante, que foi contido por outros rapazes do centro antes de ser detido pela polícia. A vítima foi, entretanto, identificada na imprensa sueca como Alexandra Mezher, filha de um casal nascido no Líbano.  Não se sabe se Mezher foi atingida deliberadamente ou se foi atacada por acidente durante o episódio de luta entre adolescentes. O centro em que trabalhava acolhe cerca de uma dúzia de menores requerentes de asilo entre os 14 e os 17 anos que chegam sozinhos ao país.  Há milhares de casos de menores desacompanhados nos centros de acolhimento suecos. Só no último ano, o Governo recebeu mais de 35 mil pedidos de asilo de menores nesta condição. A grande maioria são rapazes. “A culpa de ela estar morta é dos políticos suecos”, disse uma prima da vítima, citada pelo Daily Mail.  A morte de Alexandra Mezher é um novo caso incómodo para a coligação de sociais-democratas e verdes que no último ano insistiu em aceitar o maior número possível de requerentes de asilo. Os ataques em e contra centros de acolhimento para requerentes de asilo aumentaram drasticamente nos últimos meses e a imprensa sueca começa a denunciar cada vez mais casos de violência contra mulheres por grupos de adolescentes e jovens recentemente chegados ao país, à semelhança do que acontece na Alemanha depois dos ataques em Colónia.  Muitos acusam o Governo de tentar ignorar ou esconder os crimes cometidos pela população de refugiados. ""As pessoas estão a perder fé na competência do Governo porque não estão a conseguir controlar a situação"", diz à Reuters o politólogo Peter Esaiasson, falando sobre a recente queda na popularidade da coligação.  A polícia sueca diz que os episódios de violência em centros de asilo subiram de 148 em 2014 para 322 no último ano e fez um novo apelo por mais meios. “Este tipo de incidentes está a tornar-se cada vez mais comum”, disse um porta-voz da polícia na segunda-feira. O comissário nacional pediu 4100 novos agentes para equipas de combate ao terrorismo, patrulha de centros de acolhimento e serviços de deportação.  “Somos forçados a responder a muitos distúrbios em centros de acolhimento de asilados”, afirmou o comissário Dan Eliasson, citado pela BBC. “Em alguns lugares isto absorve recursos significativos. Não era este o caso há seis meses e isso significa que não vamos conseguir responder de forma tão eficaz a outras áreas.”  Um “crime terrível”  O Governo cedeu aos sucessivos alertas de segurança da polícia e começou recentemente a inverter o rumo da política de acolhimento. A Suécia tem menos de dez milhões de habitantes e recebeu quase 163 mil pedidos de asilo só no último ano, mais do que qualquer outro país europeu em termos proporcionais.  A mudança na política de acolhimento em Estocolmo tornou-se célebre quando, ao anunciá-la em Novembro, Åsa Romson, a vice-primeira-ministra e porta-voz dos Verdes, chorou em directo na televisão. Nesse mês impuseram-se postos de controlo na fronteira com a Dinamarca. Já em Janeiro passou-se a proibir a entrada no país a quem não tenha documentos de identificação.  “Vou ser completamente franca”, disse então Åsa Romson. “Tivemos discussões difíceis no partido sobre a percepção da realidade. Nas últimas semanas fiquei convencida de que esta é a única maneira de permitir aos políticos do Partido Verde fazerem pelo menos alguma coisa”.  O primeiro-ministro sueco visitou o centro de acolhimento do ataque de segunda-feira, horas depois da morte de Alexandra Mezher. “[Foi um] crime terrível”, disse Stefan Lofven. “Acredito que há uma boa dose de pessoas na Suécia que se sente muito preocupada sobre se podem existir mais casos deste género, quando a Suécia recebe tantas crianças e adolescentes que chegam sozinhos.”"	publico	13	2016-06-16 09:21:37	False	True	False	False	True	True	True	y	2016	Sweden	unknown	59.34388654285715	14.663200371428571
890	60082d71d0d6153140dd6396	60082d3d6c4fa8b10676d4b0	6001f994daf0a7a32dd42219	IAH-20160614084846-53568-p81.arquivo.pt	207d8d97118e45645cd4da6c349fd74b	https://arquivo.pt/noFrame/replay/20160614090802/https://www.publico.pt/sociedade/noticia/marido-assassina-mulher-em-sacavem-com-tiros-de-cacadeira-e-faz-explodir-o-corpo-1718583		Marido assassina mulher a tiro em Sacavém e lança-lhe granada de seguida	['Ana Dias Cordeiro', 'Mariana Oliveira']	Foi poucos minutos depois das dez da manhã que se ouviu uma explosão na rua Miguel Bombarda em Sacavém. Uma mulher, com cerca de 45 anos, foi assassinada na via pública. O marido, com cerca de 60 anos e de quem estava separada há uns meses, terá disparado vários tiros contra ela, tendo-lhe lançado de seguida uma granada. A informação é da Polícia Judiciária, que qualifica este homicídio como um crime passional. O homem, um taxista com experiência militar, suicidou-se a seguir.  Tudo ocorreu à porta do parque de recolha de viaturas da Rodoviária de Lisboa, em Sacavém, onde a mulher trabalhava como funcionária de limpeza. “Ela limpava os autocarros”, conta Célia Gomes, proprietária de um café-restaurante perto do local. Na manhã de ontem a vítima, que tem duas filhas já crescidas e uma neta pequena, ainda foi tomar o pequeno-almoço ao seu café. Mas o marido esperava-a à porta do trabalho, para cumprir uma ameaça repetida. “Ele maltratava-a e ela deixou-o e foi viver com uma tia há uns meses”, continua. Apesar de um alegado passado de violência, a polícia não confirma a apresentação pela vítima de alguma queixa.  Célia Gomes recorda-se de um episódio ocorrido há uns meses quando um jornal fazia notícia de um outro homicídio conjugal. “Ela disse-me que um dia destes era ela a ser primeira página de jornal. Via-se que tinha medo dele”, relata a dona do café.  A PSP adianta que a mulher foi atingida por uma arma de fogo e depois “exposta à detonação de um engenho explosivo”. O comissário Rui Costa, porta-voz do comando metropolitano de Lisboa da PSP, precisou ao PÚBLICO que o corpo da vítima ficou desmembrado na sequência da explosão.  Junto ao corpo do alegado homicida foi encontrada uma pistola de baixo calibre. No local, esteve uma equipa de Inactivação de Engenhos Explosivos para assegurar que não havia risco de novas explosões. A rua esteve cortada até depois das 14h nos dois sentidos. Os dois corpos foram transportados para o Instituto Nacional de Medicina Legal para serem autopsiados.  Na noite de dia 25 de Dezembro, um homem também matou a mulher a tiro, no concelho de Armamar, no distrito de Viseu, tendo-se suicidado de seguida. Neste caso, os disparos terão ocorrido na casa do casal, com cerca de 40 anos, onde também estaria uma filha com 16 anos e o sogro do homem que terá usado a caçadeira. O caso foi entregue à Polícia Judiciária do Porto, que está a investigar.  Com estes dois casos, o número de mulheres assassinadas em contexto de violência doméstica em 2015 aumentou para 29.A maioria das vítimas foi morta com armas brancas ou de fogo, segundo dados divulgados no mês passado pelo Observatório de Mulheres Assassinadas (OMA). De acordo com o relatório da União de Mulheres Alternativa e Resposta (UMAR), entre 1 de Janeiro e 20 de Novembro, outras 33 mulheres foram vítimas de tentativa de homicídio.  Em 2014, 35 foram assassinadas por actuais ou ex-maridos, companheiros ou namorados. Outras sete mulheres foram assassinadas por outros familiares.	publico	13	2016-06-14 09:08:02	False	True	False	False	True	True	True	y	2016	Portugal	Viseu Dão-Lafões	40.6574713	-7.913866400000001
898	60082d71d0d6153140dd639e	60082d3d6c4fa8b10676d4b8	6001ed14daf0a7a32dd415c4	IAH-20160606233505-00364-p84.arquivo.pt	05d441a0b8199ff718440288a885b58a	https://arquivo.pt/noFrame/replay/20160606235715/http://sol.sapo.pt/noticia/412272/Mulher-assassinada-pelo-ex-companheiro-no-Bombarral		Mulher assassinada pelo ex-companheiro no Bombarral	['Jornal Sol']	Sociedade  Uma mulher de 52 anos foi assassinada hoje de madrugada, à facada, pelo ex-companheiro, à saída do lar onde trabalhava, no Bombarral, distrito de Leiria, disse à agência Lusa fonte da Direção Nacional da PSP.  A mesma fonte adiantou que o homicídio ocorreu cerca das 00:40 de hoje, à porta do Lar Família Nossa Senhora da Esperança, no Bombarral.  O alegado homicída, de 54 anos, de quem a vítima estava separada desde junho deste ano, esperou que a ex-companheira saísse do trabalho para a esfaquear. Depois, colocou-a na bagageira do carro e dirigiu-se à esquadra da PSP das Caldas da Rainha, onde se entregou, explicou a fonte.  As autoridades chamaram os bombeiros, que transportaram a vítima ao hospital local, onde já chegou sem vida.  De acordo com a mesma fonte, já existiam antecedentes de violência doméstica entre o casal.  O presumível homicida foi detido e está sob a alçada da Polícia Judiciária.  Lusa/SOL	sol	7	2016-06-06 23:57:15	False	True	False	False	True	True	True	y	2016	Portugal	Pinhal Litoral	39.7437902	-8.8071119
899	60082d71d0d6153140dd639f	60082d3d6c4fa8b10676d4b9	60021ed17f92159084b66001	IAH-20160606231457-00353-p84.arquivo.pt	87d5fe032c414e8c5f71dae037b40603	https://arquivo.pt/noFrame/replay/20160606235101/http://sol.sapo.pt/noticia/419713/25-anos-de-prisao-para-homem-que-matou-mulher-e-filha-em-Soure		25 anos de prisão para homem que matou mulher e filha em Soure	['Jornal Sol']	"Sociedade  António Vilaranda à saída do Tribunal de Soure, onde foi condenado a 25 anos de prisão  O tribunal de Soure condenou hoje a 25 anos de prisão o homem que em outubro de 2014 matou a mulher e a filha de 16 anos e deixou outra filha, de 13 anos, gravemente ferida.  O juiz que presidia ao coletivo sublinhou o ""egoísmo atroz"", o ""profundo desprezo pela vida humana"" e a ""violência extrema"" com que o arguido matou a sua esposa e filha mais velha  O tribunal de júri decidiu condenar a 25 anos de prisão António Vilaranda, residente em Soure, distrito de Coimbra, por dois crimes de homicídio qualificado na forma consumada e um crime de homicídio qualificado na forma tentada, indo ao encontro da pena pedida pelo Ministério Público nas alegações finais.  António Vilaranda confessara durante o julgamento, que começou no dia 07, que tinha matado a mulher e a filha mais velha, com recurso a vários golpes de faca, na noite de 19 para 20 de outubro de 2014, tendo deixado a filha mais nova gravemente ferida.  O juiz que presidia ao coletivo sublinhou o ""egoísmo atroz"", o ""profundo desprezo pela vida humana"" e a ""violência extrema"" com que o arguido matou a sua esposa e filha mais velha, sendo que a mais nova apenas não morreu ""por circunstâncias alheias"" à vontade de António Vilaranda.  O arguido terá começado por esfaquear a mulher, depois de esta ter recusado ter relações sexuais e demonstrando então vontade em avançar com o processo de divórcio.  Para o tribunal, o arguido apresentou uma ""determinação criminosa invulgar"", não se detendo aquando das súplicas das filhas, que gritaram: ""Ajudem-nos, ajudem-nos a sair daqui, que o nosso pai mata-nos"".  António Vilaranda só parou ""quando pensou que tinha cumprido o seu desígnio"", frisou.  Dirigindo-se ao arguido, o juiz salientou que ""não há nenhum tipo de circunstância que permita que o tribunal não lhe aplicasse esta pena. O senhor não quis que ninguém sobrevivesse"".  ""É importante ter trazido os elementos, em termos de interiorização daquilo que fez. É importante que o senhor interiorize e que no futuro consiga ser uma pessoa diferente e que situações destas nunca mais aconteçam"", afirmou.  Durante todo o julgamento, o arguido manteve sempre uma postura alheada, respondendo a todas as perguntas que lhe foram feitas quer pelo Ministério Público, o coletivo de juízes ou a defesa, recorrendo a um discurso inexpressivo, por vezes contraditório, de frases curtas e repleto de pausas.  O Tribunal de Soure decidiu ainda condenar o arguido a uma indemnização de 155 mil euros a pagar à filha que sobreviveu.  O advogado em representação da filha considerou que a sentença era ""aquilo que se esperava"", afirmando que ""há casos para os quais parece ser curto o limite de pena"" máxima fixada em Portugal.  O julgamento contou com um júri composto por duas mulheres e dois homens.  O arguido estava preso preventivamente no Estabelecimento Prisional de Leiria, onde recebia acompanhamento psiquiátrico e psicológico, estando a recorrer a tratamento com psicofármacos.  Lusa/SOL"	sol	13	2016-06-06 23:51:01	False	True	False	False	True	True	True	y	2016	Portugal	Baixo Mondego	40.2109801	-8.429205699999999
911	60082d71d0d6153140dd63ab	60082d3d6c4fa8b10676d4c5	6001ed16daf0a7a32dd415ca	IAH-20160603202406-00201-p84.arquivo.pt	30cc22eb39644f90757d0d2ed6828ff9	https://arquivo.pt/noFrame/replay/20160603204822/http://sol.sapo.pt/noticia/122520		Mulher assassinada pelo marido em Setúbal	['Jornal Sol']	Sociedade  Mais uma mulher terá sido vítima de um quadro de violência doméstica. Desta vez foi em Setúbal que foi encontrada morta uma mulher de 52 anos, que terá sido assassinada pelo próprio marido em casa, avançam o Correio da Manhã e TVI.  A polícia foi chamada ao local durante a madrugada, mas os vizinhos não testemunharam nem ouviram qualquer discussão entre o casal.  O homem ainda resistiu à detenção da PSP e por isso acabou por sofrer ferimentos que obrigaram a assistência médica no hospital.	sol	6	2016-06-03 20:48:22	False	True	False	False	True	True	True	y	2016	Portugal	Setúbal Peninsula	38.524321	-8.892617199999998
914	60082d71d0d6153140dd63ae	60082d3d6c4fa8b10676d4c8	60021ec07f92159084b65fd7	IAH-20160531170152-00077-p84.arquivo.pt	974571735c635ad703f9c00e58d7947f	https://arquivo.pt/noFrame/replay/20160531192140/http://sol.sapo.pt/noticia/489959/Pai-mata-quatro-filhos-e-a-mulher		Pai mata quatro filhos e a mulher	['Jornal Sol']	"Vida  Um pai de 33 anos confessou neste domingo, o homícidio da sua mulher e dos quatro filhos, na noite de sábado, em Lyon (centre-leste), uma das piores tragédias familiares nos últimos anos em França.  O pai ""admitiu ter cometido os factos"", diante dos investigadores, segundo uma fonte próxima do processo, que terá referido também que o homem tinha “antecedentes psiquiátricos conhecidos"".  O drama foi descoberto no sábado à noite pelos bombeiros, alertados pela irmã da vítima. ""Ao chegar, a equipa encontrou um homem sentado na sala e, noutro quarto as quatro crianças e a mãe mortas e escondidas sob cobertores"", declarou o chefe da equipa de bombeiros.  ""O pai estava prostrado. Tinha dificuldade em falar. Chamámos a Polícia"", que o prendeu imediatamente, acrescentou. A mãe, as crianças, com 6 meses, 18 meses, 3 anos e 7 anos, foram esfaqueadas.  A família tinha mais filho, de 14 anos, que escapou do massacre porque passou a noite em casa dos avós.  SOL"	sol	7	2016-05-31 19:21:40	False	False	False	False	True	True	True	y	2016	France	Auvergne-Rhône-Alpes	46.18058385000001	3.36017245
925	60082d71d0d6153140dd63ba	60082d3d6c4fa8b10676d4d4	6001fe49daf0a7a32dd424fc	IAH-20160522202942-00214-p84.arquivo.pt	0d68598a6d02e4d764a8f83a3d8c8356	https://arquivo.pt/noFrame/replay/20160522231331/http://sol.sapo.pt/noticia/481679		Mulher assassina grávida e retira-lhe bebé da barriga	['Jornal Sol']	Vida  Uma grávida de 22 anos foi assassinada, no Bronx, Nova Iorque (EUA) e a sua bebé retirada cirurgicamente da sua barriga pela autora do homicídio.  A mulher, também de 22 anos, foi detida no local do crime. Já a bebé, que sobreviveu ao ataque, encontra-se internada no hospital, avança a NBC .  Segundo o New York Daily News, a mulher inicialmente disse à polícia que tinha acabado de ter a bebé, mas depois argumentou que matou a amiga em auto-defesa e que retirou a menina da barriga da mãe para a salvar.  O incidente ocorreu na tarde de sexta-feira. Quando a polícia chegou ao local, encontraram a vítima esfaqueada várias vezes na zona abdominal. Ainda foi encaminhada para o hospital, mas não sobreviveu. A grávida terá sido estrangulada, esfaqueada e, posteriormente, a bebé ter-lhe-á sido retirada da barriga.  As autoridades ainda estão a apurar o que terá despoletado a discussão entre ambas, que desencadeou o crime.	sol	9	2016-05-22 23:13:31	False	False	False	False	True	True	True	y	2016	United States	New York	40.77968945	-73.94230445
966	60082d71d0d6153140dd63e3	60082d3d6c4fa8b10676d4fd	60021ed17f92159084b66002	IAH-20160519203941-00211-p84.arquivo.pt	7d598ec74c35045d7da4856146483ce6	https://arquivo.pt/noFrame/replay/20160520035739/http://sol.sapo.pt/noticia/415588/Homem-confessa-o-terror-do-momento-em-que-matou-a-mulher-e-a-filha		Homem confessa o terror do momento em que matou a mulher e a filha	['Jornal Sol']	"Sociedade  O homem de Soure que é acusado de matar a mulher e a filha de 16 anos e de tentar matar a mais nova, de 13 anos, confessou hoje em tribunal os crimes e confirmou grande parte da acusação que lhe era feita pelo Ministério Público.  O homem de 50 anos é acusado de matar com recurso a vários golpes de faca a mulher e a filha de 16 anos, na noite de 19 para 20 outubro de 2014, e de ter deixado a outra filha, de 13 anos, gravemente ferida.  Durante a sessão de hoje, no Tribunal de Soure, perante uma sala de audiências cheia, o arguido confessou o crime, referindo que a ideia seria morrerem os quatro.  A grande discordância em relação ao despacho de acusação está relacionada com o início do crime. Depois de a mulher ter recusado ter relações sexuais com o seu marido, esta terá ido buscar uma faca à cozinha, depois de este a tentar agarrar e beijar, ao contrário do que diz o Ministério Público, que afirma que foi o arguido a ir buscar a faca à cozinha.  Durante o depoimento do acusado, este referiu que a mulher lhe disse que ""não valia nada"", que tinha ""nojo"" dele e de que ""havia melhores homens"".  Nesse momento, a mulher terá agarrado numa faca e ameaçou matá-lo, caso lhe voltasse a tocar. ""Tirei-lhe a faca da mão e esfaqueei-a"", contou o arguido, sublinhando que achou que a relação entre os dois teria acabado naquele momento.  A mulher começou a gritar e a fugir em direção à porta da casa, altura em que a filha mais velha se terá posto entre os dois, tendo sido também esfaqueada. De forma a evitar que alguém fugisse, o arguido trancou a porta de casa.  Quando surgiu a filha mais nova, esta também foi esfaqueada. Apesar dos gritos de socorro das filhas e de uma ter dito que era ""demasiado nova para morrer"", o arguido continuou a desferir golpes na mulher e filhas.  Questionado do porquê de tentar matar as duas filhas, o arguido sublinhou que o objetivo era ""acabar com o sofrimento"" de ficarem sem mãe, tendo dito às próprias filhas que ""não ia ficar ninguém"".  Posteriormente, o homem foi para o seu quarto, depois de ter ""desferido umas quatro ou cinco facadas"" em si próprio. Deitou-se na cama e sentiu-se a desfalecer. Quando a GNR entrou na casa, o indivíduo acordou e pensou que tudo o que tinha acontecido tinha sido ""um sonho"".  Durante a sessão, o homem, que estava desempregado desde 2011, falou também da relação entre ele e a mulher, de que se tinha deteriorado nos últimos anos antes do crime e de que teria alguma suspeita de que esta o poderia estar a trair.  Apesar dos problemas conjugais e de o casal dormir separado, referiu que não havia discussões entre os dois.  Questionado pela defesa sobre como se sentia, o arguido afirmou estar arrependido. ""Sinto uma tristeza"", notou.  ""Sou um monstro"", respondeu, após uma longa pausa, à pergunta do juiz que preside o coletivo sobre que imagem este tinha de si próprio.  O julgamento conta com um júri composto por cinco mulheres e três homens.  O arguido está preso preventivamente no Estabelecimento Prisional de Leiria.  Lusa/SOL"	sol	14	2016-05-20 03:57:39	False	False	False	False	True	True	True	y	2016	Brazil	Região Geográfica Intermediária de São Paulo	-23.527566699999998	-46.67961027547514
996	60082d71d0d6153140dd6401	60082d3d6c4fa8b10676d51b	60021ec07f92159084b65fd9	IAH-20160518210024-00195-p84.arquivo.pt	35fa72198fe20715366bf3457ec8abf4	https://arquivo.pt/noFrame/replay/20160518210740/http://sol.sapo.pt/noticia/405794/R-ssia-Pai-mata-os-seis-filhos-e-a-mulher-gravida		Rússia. Pai mata os seis filhos e a mulher grávida	['Jornal Sol']	Vida  A polícia russa deteve um homem suspeito de matar e desmembrar os seis filhos, a mulher e a mãe, lê-se no New York Times.  As autoridades afirmam que os corpos das crianças, todas com menos de seis anos, e da sua mulher (que estava grávida) foram encontrados na terça-feira no apartamento da família em Nizhny Novgorod, Moscovo.  Entretanto, a polícia encontrou também um corpo que acredita ser da mãe do homicida.  Oleg Belov foi detido na terça-feira na região de Vladimir, em casa da sogra. A polícia acredita que o homem estava a planear matar a mãe da mulher.	sol	10	2016-05-18 21:07:40	False	False	False	False	True	True	True	y	2016	Russia	Sverdlovsk Oblast	58.83136306666668	59.6920475
999	60082d71d0d6153140dd6404	60082d3d6c4fa8b10676d51e	6001ed12daf0a7a32dd415be	IAH-20160518193632-00155-p84.arquivo.pt	2b8838a1910ca7861501b2c104ed552e	https://arquivo.pt/noFrame/replay/20160518204650/http://sol.sapo.pt/noticia/492602		Mulher assassinada pelo namorado	['Jornal Sol']	Sociedade  Uma mulher de 50 anos foi morta, esta sexta-feira, pelo namorado, avança a TVI24.  O crime ocorreu por volta das 17h00 na casa da vítima, na ilha do Porto Santo. A mulher, que foi degolada, era professora e responsável pelo gabinete de Educação Especial do Porto Santo.  A estação televisiva refere ainda que já tinham sido feitas diversas queixas contra o suspeito por violência doméstica. O homem estava desempregado e era conhecido por problemas com dependências químicas.	sol	4	2016-05-18 20:46:50	False	True	False	False	True	True	True	y	2016	Portugal	Porto Santo	33.06578005	-16.336237098824252
1000	60082d71d0d6153140dd6405	60082d3d6c4fa8b10676d51f	6001ed16daf0a7a32dd415cc	IAH-20160518191811-00132-p84.arquivo.pt	a82de565575e4c78010097781e3bc485	https://arquivo.pt/noFrame/replay/20160518204617/http://sol.sapo.pt/noticia/493472/Mulher-assassinada-pelo-marido-em-plena-via-p-blica		Mulher assassinada pelo marido em plena via pública	['Jornal Sol']	Sociedade  Uma mulher foi assassinada pelo marido, em plena via pública, esta segunda-feira,.  Segundo o Jornal de Notícias, a vítima de 57 anos foi baleada na cabeça. O incidente ocorreu por volta das 13h42, na Rua das Caravelas, freguesia de Palhais (Barreiro).  O marido, de 60 anos, fugiu do local e até ao momento ainda não foi capturado.  Na origem do homicídio estará um processo de divórcio que o homem não aceitou.  No local do crime estiveram a GNR, a VMER do Hospital do Barreiro e os Bombeiros Voluntários.	sol	8	2016-05-18 20:46:17	False	False	False	False	True	True	True	y	2016	Portugal	Setúbal Peninsula	38.6340657	-9.047856727251068
